original name,prefix,title,primary,secondary,suffix,number,fuller form,dates, ,source
"Genske, William L., 1911-",,,Genske,William L.,,,,1911-,,lcnaf
"Gregory, Stanley J., 1911-",,,Gregory,Stanley J.,,,,1911-,,lcnaf
"Grewe, Wilhelm Georg, 1911-",,,Grewe,Wilhelm Georg,,,,1911-,http://id.loc.gov/authorities/names/n81089649,lcnaf
"Landers, Frank Michael, 1911-",,,Landers,Frank Michael,,,,1911-,,lcnaf
"LeFevre, Robert, 1911-",,,LeFevre,Robert,,,,1911-,http://id.loc.gov/authorities/names/n87909890,lcnaf
"Lynch, Florence, 1911-",,,Lynch,Florence,,,,1911-,,lcnaf
"McNally, James Wallace, 1911-",,,McNally,James Wallace,,,,1911-,,lcnaf
"Merrelli, George, 1911-",,,Merrelli,George,,,,1911-,,lcnaf
"Plant, Marcus L.,1911-",,,Plant,Marcus L.,,,,1911-,,lcnaf
"Podojil, Antoinette, 1911-",,,Podojil,Antoinette,,,,1911-,,lcnaf
"Price, Hickman, 1911-",,,Price,Hickman,,,,1911-,,lcnaf
"Roland, James A., 1911-",,,Roland,James A.,,,,1911-,,lcnaf
"Ryan, Harold Martin, 1911-",,,Ryan,Harold Martin,,,,1911-,,lcnaf
"Seitz, Frederick, 1911-",,,Seitz,Frederick,,,,1911-,,lcnaf
"Smith, Allan Frederick, 1911-",,,Smith,Allan Frederick,,,,1911-,,lcnaf
"Snow, C. P. (Charles Percy), 1911-",,,Snow,C. P.,,,Charles Percy,1911-,,lcnaf
"Tappes, Shelton, 1911-",,,Tappes,Shelton,,,,1911-,,lcnaf
"Watt, James, 1911-",,,Watt,James,,,,1911-,,lcnaf
"Williams, G. Mennen, 1911-",,,Williams,G. Mennen,,,,1911-,,lcnaf
"Woolner, Sidney H. (Sidney Henry), 1911-",,,Woolner,Sidney H.,,,Sidney Henry,1911-,http://id.loc.gov/authorities/names/n91098961,lcnaf
"Weaver, Richard L. (Richard Lee), 1911-1964.",,,Weaver,Richard L.,,,Richard Lee,1911-1964,,lcnaf
"Ford, James Alfred, 1911-1968.",,,Ford,James Alfred,,,,1911-1968,http://id.loc.gov/authorities/names/n50026056,lcnaf
"Jackson, Mahalia, 1911-1972.",,,Jackson,Mahalia,,,,1911-1972,http://id.loc.gov/authorities/names/n50027942,lcnaf
"Humphrey, Hubert H. (Hubert Horatio), 1911-1978.",,,Humphrey,Hubert H.,,,Hubert Horatio,1911-1978,http://id.loc.gov/authorities/names/n79026910,lcnaf
"Humphrey, Hubert, (Hubert Horatio), 1911-1978.",,,Humphrey,Hubert,,,Hubert Horatio,1911-1978,http://id.loc.gov/authorities/names/n79026910,lcnaf
"McLuhan, Marshall, 1911-1980",,,McLuhan,Marshall,,,,1911-1980,http://id.loc.gov/authorities/names/n80126329,lcnaf
"Plant, Marcus L., 1911-1984",,,Plant,Marcus L.,,,,1911-1984,http://id.loc.gov/authorities/names/n80020757,lcnaf
"Silvers, Phil, 1911-1985.",,,Silvers,Phil,,,,1911-1985,http://id.loc.gov/authorities/names/n50031159,lcnaf
"Robinson, William Dodd, 1911-1988.",,,Robinson,William Dodd,,,,1911-1988,,lcnaf
"Williams, G. Mennen, 1911-1988.",,,Williams,G. Mennen,,,,1911-1988,http://id.loc.gov/authorities/names/n80084463,lcnaf
"Krieger, Alex D. (Alex Dony), 1911-1991",,,Krieger,Alex D.,,,Alex Dony,1911-1991,http://id.loc.gov/authorities/names/n89629566,lcnaf
"Curtis, Thomas B. (Thomas Bradford), 1911-1993",,,Curtis,Thomas B.,,,Thomas Bradford,1911-1993,http://id.loc.gov/authorities/names/n85337435,lcnaf
"Rogers, Will, 1911-1993",,,Rogers,Will,,,,1911-1993,http://id.loc.gov/authorities/names/n93017167,lcnaf
"Caldwell, John T. (John Tyler), 1911-1995",,,Caldwell,John T.,,,John Tyler,1911-1995,http://id.loc.gov/authorities/names/no2007040629,lcnaf
"Djilas, Milovan, 1911-1995.",,,Djilas,Milovan,,,,1911-1995,http://id.loc.gov/authorities/names/n80070707,lcnaf
"Fangio, Juan Manuel, 1911-1995",,,Fangio,Juan Manuel,,,,1911-1995,http://id.loc.gov/authorities/names/n86078072,lcnaf
"Rogers, Ginger, 1911-1995",,,Rogers,Ginger,,,,1911-1995,http://id.loc.gov/authorities/names/n50048014,lcnaf
"Maclean, Fitzroy, 1911-1996.",,,Maclean,Fitzroy,,,,1911-1996,http://id.loc.gov/authorities/names/n79060691,lcnaf
"Jones, Bob, 1911-1997",,,Jones,Bob,,,,1911-1997,http://id.loc.gov/authorities/names/n83060778,lcnaf
"Rogers, Roy, 1911-1998",,,Rogers,Roy,,,,1911-1998,http://id.loc.gov/authorities/names/n80001487,lcnaf
"Moss, Frank E., 1911-2003",,,Moss,Frank E.,,,,1911-2003,http://id.loc.gov/authorities/names/n50007980,lcnaf
"Jeffrey, Mildred, 1911-2004.",,,Jeffrey,Mildred,,,,1911-2004,http://id.loc.gov/authorities/names/n91023912,lcnaf
"Conard, Alfred F. (Alfred Fletcher), 1911-2009",,,Conard,Alfred F.,,,Alfred Fletcher,1911-2009,http://id.loc.gov/authorities/names/n79102860,lcnaf
"Adams, Donald Earl, 1912-",,,Adams,Donald Earl,,,,1912-,,lcnaf
"Ayers, John C. (John Carr), 1912-",,,Ayers,John C.,,,John Carr,1912-,http://id.loc.gov/authorities/names/nr92018740,lcnaf
"Baldwin, Ralph Belknap, 1912-",,,Baldwin,Ralph Belknap,,,,1912-,http://id.loc.gov/authorities/names/n79081889,lcnaf
"Beselson, Bernard R., 1912-",,,Beselson,Bernard R.,,,,1912-,,lcnaf
"Borah, Woodrow Wilson, 1912-",,,Borah,Woodrow Wilson,,,,1912-,http://id.loc.gov/authorities/names/n50044549,lcnaf
"Boys, Richard Charles, 1912-",,,Boys,Richard Charles,,,,1912-,,lcnaf
"Bully, Norman W., 1912-",,,Bully,Norman W.,,,,1912-,,lcnaf
"Coleman, Creighton R., 1912-",,,Coleman,Creighton R.,,,,1912-,,lcnaf
"Coombs, Clyde Hamilton, 1912-",,,Coombs,Clyde Hamilton,,,,1912-,,lcnaf
"Doherty, James F., 1912-",,,Doherty,James F.,,,,1912-,,lcnaf
"Edmondson, Frank K. (Frank Kelly), 1912-",,,Edmondson,Frank K.,,,Frank Kelly,1912-,http://id.loc.gov/authorities/names/n96089993,lcnaf
"Guest, Edgar A. (Edgar Albert), 1912-",,,Guest,Edgar A.,,,Edgar Albert,1912-,,lcnaf
"Hayden, Martin Scholl, 1912-",,,Hayden,Martin Scholl,,,,1912-,,lcnaf
"Iglehart, Robert Leslie, 1912-",,,Iglehart,Robert Leslie,,,,1912-,,lcnaf
"Lagler Karl Frank, 1912-",,,Frank,Lagler Karl,,,,1912-,,lcnaf
"Lederle, John William, 1912-",,,Lederle,John William,,,,1912-,,lcnaf
"Littlefair, Duncan Elliot, 1912-",,,Littlefair,Duncan Elliot,,,,1912-,,lcnaf
"Malcolmson, Reginald, 1912-",,,Malcolmson,Reginald,,,,1912-,http://id.loc.gov/authorities/names/nr94005915,lcnaf
"Merrill, D. Bailey, 1912-",,,Merrill,D. Bailey,,,,1912-,,lcnaf
"Rubin, Lawrence A., 1912-",,,Rubin,Lawrence A.,,,,1912-,http://id.loc.gov/authorities/names/n85025934,lcnaf
"Schauer, Charles Hawver, 1912-",,,Schauer,Charles Hawver,,,,1912-,,lcnaf
"Schilling, Walter, 1912-",,,Schilling,Walter,,,,1912-,,lcnaf
"Willson, J. Robert (James Robert), 1912-",,,Willson,J. Robert,,,James Robert,1912-,http://id.loc.gov/authorities/names/n79018910,lcnaf
"Wallenberg, Raoul, 1912-1947.",,,Wallenberg,Raoul,,,,1912-1947,http://id.loc.gov/authorities/names/n79125870,lcnaf
"Price, Margaret Bayne, 1912-1968.",,,Price,Margaret Bayne,,,,1912-1968,,lcnaf
"Willis, Mattie Azalia, 1912-1970.",,,Willis,Mattie Azalia,,,,1912-1970,,lcnaf
"Rockefeller, Winthrop, 1912-1973.",,,Rockefeller,Winthrop,,,,1912-1973,http://id.loc.gov/authorities/names/n90693322,lcnaf
"Boys, Richard C. (Richard Charles), 1912-1975",,,Boys,Richard C.,,,Richard Charles,1912-1975,http://id.loc.gov/authorities/names/no2011150394,lcnaf
"Brown, Gordon C. (Gordon Campbell), 1912-1975.",,,Brown,Gordon C.,,,Gordon Campbell,1912-1975,,lcnaf
"Hart, Philip A. (Philip Aloysius), 1912-1976.",,,Hart,Philip A.,,,Philip Aloysius,1912-1976,http://id.loc.gov/authorities/names/n87870675,lcnaf
"Von Braun, Wernher, 1912-1977.",,,Von Braun,Wernher,,,,1912-1977,http://id.loc.gov/authorities/names/n79114065,lcnaf
"Baker, Burton L. (Burton Lowell), 1912-1978.",,,Baker,Burton L.,,,Burton Lowell,1912-1978,,lcnaf
"Jackson, Henry M. (Henry Martin), 1912-1983.",,,Jackson,Henry M.,,,Henry Martin,1912-1983,http://id.loc.gov/authorities/names/n80002587,lcnaf
"Lagler, Karl F. (Karl Frank), 1912-1985",,,Lagler,Karl F.,,,Karl Frank,1912-1985,http://id.loc.gov/authorities/names/n50039403,lcnaf
"Webber, Gordon, 1912-1986.",,,Webber,Gordon,,,,1912-1986,,lcnaf
"Axelrod, Solomon J. (Solomon Jacob), 1912-1987",,,Axelrod,Solomon J.,,,Solomon Jacob,1912-1987,http://id.loc.gov/authorities/names/n81150235,lcnaf
"Axelrod, Solomon Jacob, 1912-1987.",,,Axelrod,Solomon Jacob,,,,1912-1987,,lcnaf
"Rustin, Bayard, 1912-1987.",,,Rustin,Bayard,,,,1912-1987,http://id.loc.gov/authorities/names/n87809562,lcnaf
"Schroeder, Mary Emily, 1912-1987.",,,Schroeder,Mary Emily,,,,1912-1987,,lcnaf
"Coombs, Clyde H. (Clyde Hamilton), 1912-1988",,,Coombs,Clyde H.,,,Clyde Hamilton,1912-1988,http://id.loc.gov/authorities/names/n50032517,lcnaf
"Blitch, Iris, 1912-1993.",,,Blitch,Iris,,,,1912-1993,http://id.loc.gov/authorities/names/n86114021,lcnaf
"Sulzberger, C. L. (Cyrus Leo), 1912-1993.",,,Sulzberger,C. L.,,,Cyrus Leo,1912-1993,http://id.loc.gov/authorities/names/n50010445,lcnaf
"Seaborg, Glenn T. (Glenn Theodore), 1912-1999",,,Seaborg,Glenn T.,,,Glenn Theodore,1912-1999,http://id.loc.gov/authorities/names/n50004895,lcnaf
"Brower, David, 1912-2000",,,Brower,David,,,,1912-2000,http://id.loc.gov/authorities/names/n50042797,lcnaf
"Daniel, Clifton, 1912-2000",,,Daniel,Clifton,,,,1912-2000,http://id.loc.gov/authorities/names/n82260640,lcnaf
"Pike, Kenneth L. (Kenneth Lee), 1912-2000",,,Pike,Kenneth L.,,,Kenneth Lee,1912-2000,http://id.loc.gov/authorities/names/n79021162,lcnaf
"Vaux, Henry J. (Henry James), 1912-2000",,,Vaux,Henry J.,,,Henry James,1912-2000,http://id.loc.gov/authorities/names/n82204969,lcnaf
"Mechem, E. L. (Edwin Leard), 1912-2002",,,Mechem,E. L.,,,Edwin Leard,1912-2002,http://id.loc.gov/authorities/names/no2009127769,lcnaf
"Griffiths, Martha W. (Martha Wright), 1912-2003.",,,Griffiths,Martha W.,,,Martha Wright,1912-2003,http://id.loc.gov/authorities/names/n82018373,lcnaf
"Griffiths, Martha Wright, 1912-2003.",,,Griffiths,Martha Wright,,,,1912-2003,,lcnaf
"Hoff, Syd, 1912-2004",,,Hoff,Syd,,,,1912-2004,http://id.loc.gov/authorities/names/n78086441,lcnaf
"Reuther, Victor G. (Victor George), 1912-2004",,,Reuther,Victor G.,,,Victor George,1912-2004,http://id.loc.gov/authorities/names/n91002356,lcnaf
"Davenport, Horace W. (Horace Willard), 1912-2005",,,Davenport,Horace W.,,,Horace Willard,1912-2005,http://id.loc.gov/authorities/names/n79148968,lcnaf
"Friedman, Milton, 1912-2006",,,Friedman,Milton,,,,1912-2006,http://id.loc.gov/authorities/names/n79117948,lcnaf
"Johnson, Lady Bird, 1912-2007.",,Lady,Johnson,Bird,,,,1912-2007,http://id.loc.gov/authorities/names/n50038949,lcnaf
"Wirtz, Willard, 1912-2010",,,Wirtz,Willard,,,,1912-2010,http://id.loc.gov/authorities/names/n82077185,lcnaf
"Arnold, Melvin Luxton, 1913-",,,Arnold,Melvin Luxton,,,,1913-,,lcnaf
"Breckinbridge, John Bayne, 1913-",,,Breckinbridge,John Bayne,,,,1913-,,lcnaf
"Brown, Elizabeth Gaspar, 1913-",,,Brown,Elizabeth Gaspar,,,,1913-,http://id.loc.gov/authorities/names/n99833559,lcnaf
"Elving, Philip Juliber, 1913-",,,Elving,Philip Juliber,,,,1913-,http://id.loc.gov/authorities/names/n79033067,lcnaf
"Gibbons, Delmar D., 1913-",,,Gibbons,Delmar D.,,,,1913-,,lcnaf
"Hoffa, James R. (James Riddle), 1913-",,,Hoffa,James R.,,,James Riddle,1913-,http://id.loc.gov/authorities/names/n50031280,lcnaf
"Hunter, Woodrow Wilson, 1913-",,,Hunter,Woodrow Wilson,,,,1913-,http://id.loc.gov/authorities/names/n79026780,lcnaf
"Kaplan, Ida Roettinger, 1913-",,,Kaplan,Ida Roettinger,,,,1913-,http://id.loc.gov/authorities/names/no2001009594,lcnaf
"Larcom, Guy C. , 1913-",,,Larcom,Guy C.,,,,1913-,,lcnaf
"Meyer, Henry Joseph, 1913-",,,Meyer,Henry Joseph,,,,1913-,http://id.loc.gov/authorities/names/n80145766,lcnaf
"Nixon, Pat, 1913-",,,Nixon,Pat,,,,1913-,,lcnaf
"Schwarz, Fred, 1913-",,,Schwarz,Fred,,,,1913-,http://id.loc.gov/authorities/names/n79084722,lcnaf
"Sharkey, Reginald, 1913-",,,Sharkey,Reginald,,,,1913-,,lcnaf
"Siney, Marion Celestia, 1913-",,,Siney,Marion Celestia,,,,1913-,,lcnaf
"Stein, Eric (1913- )",,,Stein,Eric,,,,1913-,,lcnaf
"Zander, Alvin Frederick, 1913-",,,Zander,Alvin Frederick,,,,1913-,http://id.loc.gov/authorities/names/n82020574,lcnaf
"Pike, James A. (James Albert), 1913-1969.",,,Pike,James A.,,,James Albert,1913-1969,http://id.loc.gov/authorities/names/n50009859,lcnaf
"Bagwell, Paul Douglas, 1913-1973.",,,Bagwell,Paul Douglas,,,,1913-1973,http://id.loc.gov/authorities/names/no2008190236,lcnaf
"Tucker, Richard, 1913-1975.",,,Tucker,Richard,,,,1913-1975,http://id.loc.gov/authorities/names/n82099683,lcnaf
"Verwey, Willard Foster, 1913-1979.",,,Verwey,Willard Foster,,,,1913-1979,,lcnaf
"Garroway, Dave, 1913-1982.",,,Garroway,Dave,,,,1913-1982,http://id.loc.gov/authorities/names/n85138045,lcnaf
"King, James Ferguson, 1913-1983.",,,King,James Ferguson,,,,1913-1983,http://id.loc.gov/authorities/names/no2012095160,lcnaf
"Mazey, Emil, 1913-1983",,,Mazey,Emil,,,,1913-1983,http://id.loc.gov/authorities/names/n91001961,lcnaf
"Cohen, Wilbur J. (Wilbur Joseph), 1913-1987.",,,Cohen,Wilbur J.,,,Wilbur Joseph,1913-1987,http://id.loc.gov/authorities/names/n50027574,lcnaf
"Rolvaag, Karl F., 1913-1990",,,Rolvaag,Karl F.,,,,1913-1990,http://id.loc.gov/authorities/names/n80136028,lcnaf
"Begin, Menachem, 1913-1992",,,Begin,Menachem,,,,1913-1992,http://id.loc.gov/authorities/names/n79085130,lcnaf
"Brandt, Willy, 1913-1992",,,Brandt,Willy,,,,1913-1992,http://id.loc.gov/authorities/names/n80138336,lcnaf
"Burdett, Winston, 1913-1993",,,Burdett,Winston,,,,1913-1993,http://id.loc.gov/authorities/names/no93028409,lcnaf
"Nixon, Richard M. (Richard Milhous), 1913-1994.",,,Nixon,Richard M.,,,Richard Milhous,1913-1994,http://id.loc.gov/authorities/names/n79018757,lcnaf
"Carrow, John, 1913-1995.",,,Carrow,John,,,,1913-1995,,lcnaf
"Kerr, Walter, 1913-1996",,,Kerr,Walter,,,,1913-1996,http://id.loc.gov/authorities/names/n79043926,lcnaf
"Rogers, William P. (William Pierce), 1913-2001",,,Rogers,William P.,,,William Pierce,1913-2001,http://id.loc.gov/authorities/names/n50048035,lcnaf
"Talmadge, Herman E. (Herman Eugene), 1913-2002.",,,Talmadge,Herman E.,,,Herman Eugene,1913-2002,http://id.loc.gov/authorities/names/n80002583,lcnaf
"Willey, Gordon R. (Gordon Randolph), 1913-2002",,,Willey,Gordon R.,,,Gordon Randolph,1913-2002,http://id.loc.gov/authorities/names/n79117145,lcnaf
"Henry, Carl F. H. (Carl Ferdinand Howard), 1913-2003",,,Henry,Carl F. H.,,,Carl Ferdinand Howard,1913-2003,http://id.loc.gov/authorities/names/n79062840,lcnaf
"Deakin, F. W. (Frederick William), 1913-2005.",,,Deakin,F. W.,,,Frederick William,1913-2005,http://id.loc.gov/authorities/names/n50040426,lcnaf
"Moore, Barrington, 1913-2005",,,Moore,Barrington,,,,1913-2005,http://id.loc.gov/authorities/names/n50004270,lcnaf
"Parks, Rosa, 1913-2005.",,,Parks,Rosa,,,,1913-2005,http://id.loc.gov/authorities/names/n87927953,lcnaf
"Sharkey, Reginald, 1913-2005.",,,Sharkey,Reginald,,,,1913-2005,,lcnaf
"Ford, Gerald R., 1913-2006.",,,Ford,Gerald R.,,,,1913-2006,http://id.loc.gov/authorities/names/n79022087,lcnaf
"Rouse, Irving, 1913-2006",,,Rouse,Irving,,,,1913-2006,http://id.loc.gov/authorities/names/n79106006,lcnaf
"Smathers, George A. (George Armistead), 1913-2007",,,Smathers,George A.,,,George Armistead,1913-2007,http://id.loc.gov/authorities/names/n96087054,lcnaf
"Arthur, William Bolling, 1914-",,,Arthur,William Bolling,,,,1914-,,lcnaf
"Boggs, Thomas Hale, 1914-",,,Boggs,Thomas Hale,,,,1914-,,lcnaf
"Callahan, Mary, 1914-",,,Callahan,Mary,,,,1914-,,lcnaf
"Coleman, Mary S., 1914-",,,Coleman,Mary S.,,,,1914-,,lcnaf
"Coons, Dorothy H., 1914-",,,Coons,Dorothy H.,,,,1914-,,lcnaf
"Davis, James McCoy, 1914-",,,Davis,James McCoy,,,,1914-,,lcnaf
"Edwards, George, 1914-",,,Edwards,George,,,,1914-,http://id.loc.gov/authorities/names/n78001406,lcnaf
"Fitzpatrick, John J., 1914-",,,Fitzpatrick,John J.,,,,1914-,,lcnaf
"Hekman, Edward John, 1914-",,,Hekman,Edward John,,,,1914-,,lcnaf
"Hiltner, W. A. (William Albert), 1914-",,,Hiltner,W. A.,,,William Albert,1914-,http://id.loc.gov/authorities/names/n85802523,lcnaf
"Hoffius, Stuart, 1914-",,,Hoffius,Stuart,,,,1914-,,lcnaf
"Kennedy, Frank R., 1914-",,,Kennedy,Frank R.,,,,1914-,,lcnaf
"Kikuchi, Chihiro, 1914-",,,Kikuchi,Chihiro,,,,1914-,http://id.loc.gov/authorities/names/n79069421,lcnaf
"Kish, George, 1914-",,,Kish,George,,,,1914-,,lcnaf
"Klinger, Robert B., 1914-",,,Klinger,Robert B.,,,,1914-,,lcnaf
"Lawrence, Luther E., 1914-",,,Lawrence,Luther E.,,,,1914-,,lcnaf
"Leggat, Al, 1914-",,,Leggat,Al,,,,1914-,,lcnaf
"Lesinski, John, 1914-",,,Lesinski,John,,,,1914-,,lcnaf
"Morrison, William Angus, 1914-",,,Morrison,William Angus,,,,1914-,,lcnaf
"Morton, Rogers C., 1914-",,,Morton,Rogers C.,,,,1914-,,lcnaf
"Peterson, Elly, 1914-",,,Peterson,Elly,,,,1914-,,lcnaf
"Pierpoint, Wilbur K., 1914-",,,Pierpoint,Wilbur K.,,,,1914-,,lcnaf
"Pierpont, Wilbur K., 1914-",,,Pierpont,Wilbur K.,,,,1914-,,lcnaf
"Purdy, Edward, 1914-",,,Purdy,Edward,,,,1914-,http://id.loc.gov/authorities/names/n91109185,lcnaf
"Sloan, Herbert, 1914-",,,Sloan,Herbert,,,,1914-,http://id.loc.gov/authorities/names/n00120652,lcnaf
"Wagner, John Addington, 1914-",,,Wagner,John Addington,,,,1914-,,lcnaf
"Wilson, James T. (James Tinley), 1914-",,,Wilson,James T.,,,James Tinley,1914-,http://id.loc.gov/authorities/names/nr92034504,lcnaf
"Brown, Douglas S., 1914-1956.",,,Brown,Douglas S.,,,,1914-1956,,lcnaf
"Qāsim, Abd al-Karīm, 1914-1963.",,,Qāsim,Abd al-Karīm,,,,1914-1963,,lcnaf
"Litchfield, Edward H. (Edward Harold), 1914-1968.",,,Litchfield,Edward H.,,,Edward Harold,1914-1968,http://id.loc.gov/authorities/names/no97000797,lcnaf
"Litchfield, Edward Harold, 1914-1968.",,,Litchfield,Edward Harold,,,,1914-1968,http://id.loc.gov/authorities/names/no97000797,lcnaf
"Mudge, James Maxwell, 1914-1970.",,,Mudge,James Maxwell,,,,1914-1970,,lcnaf
"Silvera, Frank, 1914-1970.",,,Silvera,Frank,,,,1914-1970,http://id.loc.gov/authorities/names/no92028290,lcnaf
"Smith, Warren Lounsbury, 1914-1972.",,,Smith,Warren Lounsbury,,,,1914-1972,http://id.loc.gov/authorities/names/n50060267,lcnaf
"Kleinman, Rose Parker, 1914-1977.",,,Kleinman,Rose Parker,,,,1914-1977,,lcnaf
"Wilson, James T. (James Tinley), 1914-1978.",,,Wilson,James T.,,,James Tinley,1914-1978,,lcnaf
"Louis, Joe, 1914-1981.",,,Louis,Joe,,,,1914-1981,http://id.loc.gov/authorities/names/n80024557,lcnaf
"Davenport, Fred M. (Fred Marshall), 1914-1982.",,,Davenport,Fred M.,,,Fred Marshall,1914-1982,,lcnaf
"Parry, J. H. (John Horace), 1914-1982.",,,Parry,J. H.,,,John Horace,1914-1982,http://id.loc.gov/authorities/names/n79099303,lcnaf
"Perkins, John A. (John Alanson), 1914-1982",,,Perkins,John A.,,,John Alanson,1914-1982,http://id.loc.gov/authorities/names/n85817919,lcnaf
"Miller, William E. (William Edward), 1914-1983",,,Miller,William E.,,,William Edward,1914-1983,http://id.loc.gov/authorities/names/n86111327,lcnaf
"Hutchinson, J. Edward (Jesse Edward), 1914-1985",,,Hutchinson,J. Edward,,,Jesse Edward,1914-1985,http://id.loc.gov/authorities/names/n85031963,lcnaf
"Roosevelt, Franklin D. (Franklin Delano), 1914-1988.",,,Roosevelt,Franklin D.,,,Franklin Delano,1914-1988,http://id.loc.gov/authorities/names/n88222921,lcnaf
"Kish, George, 1914-1989",,,Kish,George,,,,1914-1989,http://id.loc.gov/authorities/names/n79045185,lcnaf
"Woods, John A., 1914-1989.",,,Woods,John A.,,,,1914-1989,,lcnaf
"Dedijer, Vladimir, 1914-1990.",,,Dedijer,Vladimir,,,,1914-1990,,lcnaf
"Spaulding, Albert C. (Albert Clanton), 1914-1990",,,Spaulding,Albert C.,,,Albert Clanton,1914-1990,http://id.loc.gov/authorities/names/nr2002017577,lcnaf
"Hersey, John, 1914-1993.",,,Hersey,John,,,,1914-1993,http://id.loc.gov/authorities/names/n79054652,lcnaf
"Salk, Jonas, 1914-1995.",,,Salk,Jonas,,,,1914-1995,http://id.loc.gov/authorities/names/n50017557,lcnaf
"Muskie, Edmund S., 1914-1996",,,Muskie,Edmund S.,,,,1914-1996,http://id.loc.gov/authorities/names/n79118912,lcnaf
"Super, R. H. (Robert Henry), 1914-1996.",,,Super,R. H.,,,Robert Henry,1914-1996,http://id.loc.gov/authorities/names/n81050719,lcnaf
"Burroughs, William S., 1914-1997",,,Burroughs,William S.,,,,1914-1997,http://id.loc.gov/authorities/names/n79026862,lcnaf
"Allen, Glenn S., 1914-2001.",,,Allen,Glenn S.,,,,1914-2001,http://id.loc.gov/authorities/names/no2008133142,lcnaf
"Coleman, Mary S. (Mary Stallings), 1914-2001",,,Coleman,Mary S.,,,Mary Stallings,1914-2001,http://id.loc.gov/authorities/names/ns2012004784,lcnaf
"Fast, Howard, 1914-2003.",,,Fast,Howard,,,,1914-2003,http://id.loc.gov/authorities/names/n79043401,lcnaf
"Lesinski, John, 1914-2005.",,,Lesinski,John,,,,1914-2005,,lcnaf
"Wilkinson, Frank, 1914-2006",,,Wilkinson,Frank,,,,1914-2006,http://id.loc.gov/authorities/names/no2006004100,lcnaf
"Peterson, Elly Maude, 1914-2008",,,Peterson,Elly Maude,,,,1914-2008,http://id.loc.gov/authorities/names/n2011007822,lcnaf
"Bohr, David F., 1915-",,,Bohr,David F.,,,,1915-,http://id.loc.gov/authorities/names/n80004975,lcnaf
"Bowles, George Edward, 1915-",,,Bowles,George Edward,,,,1915-,,lcnaf
"Burks, Arthur W. (Arthur Walter), 1915-",,,Burks,Arthur W.,,,Arthur Walter,1915-,,lcnaf
"Burnham, Donald Clemens, 1915-",,,Burnham,Donald Clemens,,,,1915-,,lcnaf
"Burns, Carolyn Sinelli, 1915-",,,Burns,Carolyn Sinelli,,,,1915-,,lcnaf
"Butterfield, Ira William, 1915-",,,Butterfield,Ira William,,,,1915-,http://id.loc.gov/authorities/names/n87907120,lcnaf
"Cash, William Levi, 1915-",,,Cash,William Levi,,,,1915-,,lcnaf
"Chapin, Roy Dikeman, 1915-",,,Chapin,Roy Dikeman,,,,1915-,,lcnaf
"Clark, Frank Monroe, 1915-",,,Clark,Frank Monroe,,,,1915-,,lcnaf
"Dempsey, John N., 1915-",,,Dempsey,John N.,,,,1915-,,lcnaf
"Duff, Ivan Francis, 1915-",,,Duff,Ivan Francis,,,,1915-,,lcnaf
"Eckstein, Alexander, 1915-",,,Eckstein,Alexander,,,,1915-,,lcnaf
"Elkuss, Mary, 1915-",,,Elkuss,Mary,,,,1915-,,lcnaf
"Harrison, Gilbert A., 1915-",,,Harrison,Gilbert A.,,,,1915-,,lcnaf
"Hill, Helen, 1915-",,,Hill,Helen,,,,1915-,http://id.loc.gov/authorities/names/n80034971,lcnaf
"Huebner, Gertrude, 1915-",,,Huebner,Gertrude,,,,1915-,,lcnaf
"Kaplan, Wilfred, 1915-",,,Kaplan,Wilfred,,,,1915-,http://id.loc.gov/authorities/names/n50044993,lcnaf
"Lipscomb, Glenard Paul, 1915-",,,Lipscomb,Glenard Paul,,,,1915-,,lcnaf
"McCracken, Paul Winston, 1915-",,,McCracken,Paul Winston,,,,1915-,,lcnaf
"McElrath, Ah Quon, 1915-",,,McElrath,Ah Quon,,,,1915-,,lcnaf
"McIntyre, Thomas J., 1915-",,,McIntyre,Thomas J.,,,,1915-,http://id.loc.gov/authorities/names/n79011594,lcnaf
"Merillat, H. C. L. (Herbert Christian Laing), 1915-",,,Merillat,H. C. L.,,,Herbert Christian Laing,1915-,http://id.loc.gov/authorities/names/n79089495,lcnaf
"Nathanson, Ben, 1915-",,,Nathanson,Ben,,,,1915-,,lcnaf
"Robertson, James H. (James Holman), 1915-",,,Robertson,James H.,,,James Holman,1915-,,lcnaf
"Rockefeller, David, 1915-",,,Rockefeller,David,,,,1915-,http://id.loc.gov/authorities/names/n86825319,lcnaf
"Rosinger, Lawrence K. (Lawrence Kaelter), 1915-",,,Rosinger,Lawrence K.,,,Lawrence Kaelter,1915-,http://id.loc.gov/authorities/names/no95041513,lcnaf
